OBJECTID,FID_1,assessorid,PropertyLo,ZONE_CODE,ACRES,EQUIV_ZONE,Equiv_Dens,Shape__Area,Shape__Length,Pref_Dens,Pref_CapFull,Permitted_,SB899_Cate,SB899_Den,Shape__Area 1,Shape__Length 1,Developable Area,Max Stories,Functional Density Limit,Max Density by Height,Likely Max Unit Count,SDBL Density,Current Max Stories (w/ Menu)
69,12780,5711-016-024,444 N ORANGE GROVE BLVD  PASADENA CA  91103,RM-16,1.14127004,RM-16,16,6761.20703125,349.52623145,32,36,16,RES,50,3341.88671875,296.41678805,0.56413000,2.5,70,39,36,28,,,
70,37847,5731-005-046,570 E ORANGE GROVE BLVD  PASADENA CA  91104,RM-16,0.77198303,RM-16,16,4573.99609375,269.13460575,32,24,16,RES,50,3109.36718750,271.62047031,0.52481612,2.5,70,36,24,28,,,
71,8907,5747-019-049,212 S ALLEN AVE  PASADENA CA  91106,RM-32,0.64980602,RM-32,32,3848.69921875,286.83091980,64,41,32,RES,51,1386.76953125,148.96736463,0.23414683,4,100,23,23,57,2.5,,
72,9460,5750-030-001,2670 LA TIERRA ST  PASADENA CA  91107,RM-32,0.37955201,RM-32,32,2248.51562500,189.75791205,64,24,32,RES,50,2248.51562500,189.75791205,0.37957317,4,100,37,24,57,2.5,,
73,8341,5747-006-040,37 S ROOSEVELT AVE  PASADENA CA  91107,RM-32,0.25833601,RM-32,32,1530.19921875,202.55757239,64,16,32,RES,50,1530.19921875,202.55757239,0.25834868,4,100,25,16,57,2.5,,
74,8571,5747-005-037,45 S SIERRA MADRE BLVD  PASADENA CA  91107,RM-32,0.36974600,RM-32,32,2190.10546875,206.21867005,64,23,32,RES,49,2190.10546875,206.21867005,0.36976328,4,100,36,23,57,2.5,,
75,29145,5838-040-007,455 E WASHINGTON BLVD  PASADENA CA  91104,RM-32,0.66052800,RM-32,32,3914.73437500,257.05447386,64,42,32,RES,51,1981.30468750,184.12743401,0.33432007,4,100,33,33,57,2.5,,
76,30389,5850-015-007,1341 E WASHINGTON BLVD  PASADENA CA  91104,RM-32,0.91253698,RM-32,32,5408.31250000,310.34408977,64,58,32,RES,50,3537.45312500,253.29388428,0.59690428,4,100,59,58,57,2.5,,
77,19232,5741-014-036,1280 E WASHINGTON BLVD  PASADENA CA  91104,RM-32 LD-1,1.11740005,RM-32 LD-1,32,6622.36718750,326.06668150,64,71,32,RES,49,3718.07031250,324.92979223,0.62738898,4,100,62,62,57,2.5,,
78,8524,5747-006-026,34 S GRAND OAKS AVE  PASADENA CA  91107,RM-32 PK,0.21956000,RM-32 PK,32,1300.51953125,169.43211141,64,14,32,RES,50,1300.51953125,169.43211141,0.21957244,4,100,21,14,57,2.5,,
79,6633,5735-015-023,1147 CORDOVA ST  PASADENA CA  91106,RM-48,0.67046201,RM-48,48,3971.17187500,390.30788785,87,58,48,RES,51,3971.17187500,390.30788785,0.67049632,5,125,83,58,86,,,
80,6148,5734-010-060,280 S LOS ROBLES AVE  PASADENA CA  91101,RM-48,1.13144004,RM-48,48,6701.12890625,327.80344701,87,98,48,RES,50,3446.57812500,240.91509640,0.58195344,5,125,72,72,86,,,
81,39273,5736-003-032,225 S HILL AVE  PASADENA CA  91106,RM-48,1.16851997,RM-48,48,6920.95312500,335.90932319,87,101,48, ,100,4997.14843750,347.65975232,0.84374229,5,125,105,101,86,,,
82,37925,5731-019-100,434 MAPLE WAY  PASADENA CA  91101,RM-48 HL-36,8.34383965,RM-48 HL-36,48,49431.93359375,1238.60064449,87,725,0,COMM,39,22504.19921875,704.32912540,3.79875103,5,125,474,474,86,,,
83,6977,5736-011-022,249 S SIERRA BONITA AVE  PASADENA CA  91106,RS-6,0.20649600,RS-6,6,1223.02343750,156.97755813,32,6,6,RES,48,1223.02343750,156.97755813,0.20650674,2.5,70,14,6,10,,,
84,7071,5736-011-019,1590 E DEL MAR BLVD  PASADENA CA  91106,RS-6,0.13846099,RS-6,6,820.08203125,141.33297285,32,4,6,RES,51,820.08203125,141.33297285,0.13846782,2.5,70,9,4,10,,,
85,13062,5727-013-021,1106 LINCOLN AVE  PASADENA CA  91103,RS-6,0.24835700,RS-6,6,1471.72265625,158.61703264,32,7,6,RES,48,1471.72265625,158.61703264,0.24837083,2.5,70,17,7,10,,,
86,14679,5728-004-052,135 GLORIETA ST  PASADENA CA  91103,RS-6,0.90851998,RS-6,6,5383.72265625,290.45624051,32,29,6,RES,50,3570.54687500,293.53816260,0.60256840,2.5,70,42,29,10,,,
87,16502,5730-023-019,920 N EL MOLINO AVE  PASADENA CA  91104,RS-6,0.21631700,RS-6,6,1281.80078125,159.06194020,32,6,6,RES,51,1281.80078125,159.06194020,0.21632918,2.5,70,15,6,10,,,
88,12817,5727-003-046,1141 LINCOLN AVE  PASADENA CA  91103,RS-6,0.20825499,RS-6,6,1234.15625000,172.10503302,32,6,6,RES,48,1234.15625000,172.10503302,0.20826543,2.5,70,14,6,10,,,
89,24007,5752-011-026,425 SIERRA MADRE VILLA AVE  PASADENA CA  91107,RS-6,1.15637004,RS-6,6,6850.91015625,371.22013443,32,37,6,RES,50,3343.64453125,233.69170682,0.56439931,2.5,70,39,37,10,,,
90,20996,5744-006-022,,RS-6,0.00631334,RS-6,6,37.41406250,27.57444445,0,0,6,RES,0,37.41406250,27.57444445,0.00631470,,,,0,10,,,
91,22564,5750-007-038,2540 E ORANGE GROVE BLVD  PASADENA CA  91107,RS-6,1.49755001,RS-6,6,8873.06640625,375.16610286,32,47,6,RES,27,8873.06640625,375.16610286,1.49762850,2.5,70,104,47,10,,,
92,20398,5743-027-019,1041 N ALTADENA DR  PASADENA CA  91107,RS-6,0.27376899,RS-6,6,1622.32031250,190.61317334,32,8,6,RES,51,1622.32031250,190.61317334,0.27378214,2.5,70,19,8,10,,,
93,26843,5825-010-022,1993 GLEN AVE  PASADENA CA  91103,RS-6,2.72290993,RS-6,6,16141.80859375,710.57298704,32,87,6,RES,32,7352.80859375,366.59735697,1.24037925,2.5,70,86,86,10,,,
94,29264,5848-009-016,1798 FISKE AVE  PASADENA CA  91104,RS-6,0.98519599,RS-6,6,5839.98437500,378.96724233,32,31,6,RES,41,5839.98437500,378.96724233,0.98525259,2.5,70,68,31,10,,,
95,29461,5848-030-019,980 E RIO GRANDE ST  PASADENA CA  91104,RS-6 LD-16,0.65991002,RS-6 LD-16,6,3911.16406250,277.95783894,32,21,6,RES,50,2248.30078125,191.64618070,0.37936468,2.5,70,26,21,10,,,
