type,id,OBJECTID,FID_1,assessorid,PropertyLo,ZONE_CODE,ACRES,EQUIV_ZONE,Equiv_Dens,Shape__Area,Shape__Length,Pref_Dens,Pref_CapFull,Permitted_,SB899_Cate,SB899_Den,Shape__Area_1,Shape__Length_1,DevelopableArea,Ht_Stories,FuncDenLim,MaxDenByHt,Pref_LikelyMax,SDBL_Dens,Curr_Max_Ht,geometry
Feature,34,34,14646,5726-018-022,855 N ORANGE GROVE BLVD  PASADENA CA  91103,FGSP-C-3D,1.3962500100000002,FGSP-C-3D,32,8272.74609375,421.60339342,64,89,32,COMM,100,8272.613281250002,419.86767019000007,1.3962979200000003,4,100,139,89,57,2.5,"{""type"":""Polygon"",""coordinates"":[[[-118.15304971189099,34.15764598700359],[-118.15294508690599,34.157521458326286],[-118.15295140475699,34.157517675401394],[-118.15294501953198,34.157521378044095],[-118.15294503749897,34.15752140034469],[-118.15294508690599,34.157521458326286],[-118.15278186032397,34.1576191869236],[-118.152453993212,34.1571997864549],[-118.15278091349997,34.157013629069],[-118.15296740554899,34.1569054563253],[-118.153307387342,34.157311683774196],[-118.15368306998,34.15775162174089],[-118.15350287152698,34.15785186036599],[-118.15332083512098,34.15795738929019],[-118.153314229809,34.157960777476795],[-118.15304971189099,34.15764598700359]]]}"
Feature,35,35,13947,5725-028-014,379 E ORANGE GROVE BLVD  PASADENA CA  91104,FGSP-C-3D,0.548383,FGSP-C-3D,32,3249.22265625,231.45046824000002,64,35,32,COMM,101,1467.0039062499998,156.79741618000003,0.24760345000000003,4,100,24,24,57,2.5,"{""type"":""Polygon"",""coordinates"":[[[-118.14248720220199,34.1579788453254],[-118.142925097666,34.15797141554939],[-118.142928910116,34.158480152617386],[-118.142505268221,34.1584773531808],[-118.14248720220199,34.1579788453254]]]}"
Feature,36,36,27571,5836-019-006,2005 N FAIR OAKS AVE  PASADENA CA  91103,FGSP-CL-1A,0.8217859900000001,FGSP-CL-1A,32,4871.699218750001,279.56805152,64,52,0,COMM,101,2995.80859375,279.31541857999997,0.50538166,4,100,50,50,57,2.5,"{""type"":""Polygon"",""coordinates"":[[[-118.15091165234399,34.179790578525306],[-118.15150718686799,34.1797868523351],[-118.15150763243298,34.18033338472401],[-118.15091252730299,34.180336656823904],[-118.15091165234399,34.179790578525306]]]}"
Feature,37,37,15037,5728-011-023,1540 N FAIR OAKS AVE  PASADENA CA  91103,FGSP-CL-1B,0.25081399000000004,FGSP-CL-1B,16,1486.59765625,154.3927947,32,8,16,COMM,101,1349.45703125,213.37662834000002,0.2276883,2.5,70,15,8,28,,"{""type"":""Polygon"",""coordinates"":[[[-118.15025239672298,34.17216442244629],[-118.150582995613,34.172162170476504],[-118.150585651931,34.1724623723823],[-118.150255052143,34.172464624344094],[-118.15025239672298,34.17216442244629]]]}"
Feature,38,38,27741,5836-020-027,1909 N FAIR OAKS AVE  PASADENA CA  91103,FGSP-CL-1B,0.20645200000000002,FGSP-CL-1B,16,1223.84375,169.48140843000004,32,6,16,COMM,101,2947.8789062500005,221.73578579999997,0.49731116000000003,2.5,70,34,6,28,,"{""type"":""Polygon"",""coordinates"":[[[-118.15089981883699,34.1785725648525],[-118.151230411438,34.17857099825461],[-118.15149494372899,34.1785692934274],[-118.151494843118,34.17860504276991],[-118.151496284016,34.1787067124975],[-118.15090115822498,34.1787099571633],[-118.15089971822599,34.17860828743971],[-118.15089981883699,34.1785725648525]]]}"
Feature,39,39,14923,5728-015-032,1429 N FAIR OAKS AVE  PASADENA CA  91103,FGSP-RM-16,0.31803200000000004,FGSP-RM-16,16,1884.9257812500002,191.54128893,32,10,16,COMM,101,1884.9257812500002,191.54128893,0.3180487600000001,2.5,70,22,10,28,,"{""type"":""Polygon"",""coordinates"":[[[-118.15083309826599,34.170405335546704],[-118.151444695566,34.1704021254938],[-118.15144592715599,34.170607554510795],[-118.15083429661799,34.1706114245513],[-118.15083309826599,34.170405335546704]]]}"
Feature,40,40,15243,5728-014-035,1489 N FAIR OAKS AVE  PASADENA CA  91103,FGSP-RM-16,0.5310829899999999,FGSP-RM-16,16,3147.7148437499995,228.60256270999997,32,16,16,COMM,99,1258.6914062499995,173.14757385,0.21237646000000002,2.5,70,14,14,28,,"{""type"":""Polygon"",""coordinates"":[[[-118.15084095043999,34.1713670809202],[-118.15145255312898,34.1713631841581],[-118.15145397606099,34.17147309760449],[-118.151453753279,34.17156927305339],[-118.15145512680299,34.1717066648752],[-118.15084348818,34.171710534865305],[-118.15084214969097,34.171573143049805],[-118.15084095043999,34.1713670809202]]]}"
Feature,41,41,13224,5727-016-025,400 W CLAREMONT ST  PASADENA CA  91103,LASP-CG2,1.34651005,LASP-CG2,32,7979.78515625,379.80544413000007,64,86,0,COMM,100,4854.203125,282.31455553999996,0.81914372,4,100,81,81,57,2.5,"{""type"":""Polygon"",""coordinates"":[[[-118.15900098776599,34.166141657849195],[-118.15900151238198,34.1662091176767],[-118.15900210616797,34.1662777310149],[-118.15900232356097,34.166305209930606],[-118.159002666717,34.166346482546494],[-118.159003227266,34.166415260780106],[-118.15900365216899,34.16646458449229],[-118.15900378781501,34.1664838471928],[-118.159004348363,34.1665526253144],[-118.15900487567399,34.16662121161559],[-118.15900494664099,34.16662395949639],[-118.15900553503799,34.166689990368596],[-118.159006062349,34.16675860405911],[-118.15900627525,34.16678333419951],[-118.15900662289799,34.166827355199196],[-118.15900718344598,34.1668961337842],[-118.159007569722,34.1669427093451],[-118.15900774399499,34.166964719806195],[-118.15900833778096,34.1670334982793],[-118.15900889832999,34.167102166692594],[-118.15883863883798,34.1670801324827],[-118.15847844674798,34.1670335339563],[-118.15843384000398,34.1670277669279],[-118.15842280869298,34.1667714871907],[-118.15844538605097,34.1665440984775],[-118.15849203466497,34.1660756622255],[-118.15883076330799,34.16611956912941],[-118.15900098776599,34.166141657849195]]]}"
Feature,42,42,3773,5716-007-001,1050 AVENUE 64  PASADENA CA  91105,PS,0.5,RS-6,6,3321.76171875,257.9018387499999,32,16,0,COMM,100,3332.6796875,257.90327477999995,0.5629398400000001,2.5,70,39,16,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.17670651701297,34.124307617921005],[-118.17665619788198,34.1247222788536],[-118.176614697513,34.124720722411105],[-118.17657346663799,34.124724951502394],[-118.17653366408399,34.12473484640041],[-118.17649640735598,34.124750131211805],[-118.17646274209199,34.12477037462191],[-118.176199566257,34.12495854842041],[-118.17627782119598,34.1242766584649],[-118.17670651701297,34.124307617921005]]]}"
Feature,43,43,7450,5738-009-051,73 N HILL AVE  PASADENA CA  91106,PS,1.8482400200000002,RM-48,48,10948.1953125,471.99281541999994,87,160,0,COMM,100,6710.664062500001,328.68419991999997,1.13292508,5,125,141,141,86,,"{""type"":""Polygon"",""coordinates"":[[[-118.121499227111,34.1477194503758],[-118.12149718883299,34.1474996224515],[-118.12149511731799,34.14727979544199],[-118.12213889945797,34.147274722184],[-118.12213766696898,34.14710985154159],[-118.12281691100398,34.14710484890071],[-118.12281840939299,34.14726974706029],[-118.12281990688498,34.147434590626695],[-118.12282143851299,34.147599461378796],[-118.12282293690198,34.14776430504519],[-118.12214335689798,34.1477693351543],[-118.12214274784098,34.147714377887596],[-118.121499227111,34.1477194503758]]]}"
Feature,44,44,6646,5736-002-026,1363 CORDOVA ST  PASADENA CA  91106,PS,2.27361989,RM-48,48,13466.574218750002,502.04185437,87,197,0,COMM,43,20674.1875,762.55368447,3.4906048299999997,5,125,436,197,86,,"{""type"":""Polygon"",""coordinates"":[[[-118.12145435715999,34.143339360533304],[-118.12145235301898,34.143119533107004],[-118.12145034797899,34.142899705108704],[-118.12144943888399,34.14279734839871],[-118.12144972814201,34.14279299753691],[-118.12145084205298,34.142788738866706],[-118.12145275187099,34.1427846809368],[-118.121455409986,34.1427809256042],[-118.121458749922,34.14277756729139],[-118.12146268634001,34.1427746907555],[-118.12146712042397,34.14277236811441],[-118.12147194168199,34.1427706581034],[-118.12147702614699,34.14276960384429],[-118.12148224805298,34.14276923210271],[-118.12208072096699,34.142765688662195],[-118.12273150996597,34.14276178760609],[-118.12273671121199,34.142762099869],[-118.12274178938799,34.1427630879582],[-118.12274661693397,34.142764728082],[-118.12275107437499,34.1427669793489],[-118.12275505031799,34.142769785254195],[-118.12275844684798,34.1427730759103],[-118.12276117862497,34.1427767695341],[-118.122763177377,34.1427807746772],[-118.12276439369498,34.142784991712695],[-118.12276479703898,34.142789315066],[-118.122765608218,34.1428916725293],[-118.12276738508498,34.143111499805],[-118.12276916285097,34.14333132799571],[-118.12277093971898,34.14355115561439],[-118.12219939560299,34.1435546477222],[-118.12208699749597,34.14355533841151],[-118.122085288002,34.14333562009501],[-118.12145435715999,34.143339360533304]]]}"
Feature,45,45,12389,5711-006-025,1 WESTMORELAND PL  PASADENA CA  91103,PS,1.0087000099999999,RM-16,16,5975.566406250001,347.68051784999994,32,32,0,COMM,101,2003.953125,189.99506345999998,0.3382882300000001,2.5,70,23,23,28,,"{""type"":""Polygon"",""coordinates"":[[[-118.161301642379,34.150826772010795],[-118.16105083364998,34.150615024906706],[-118.16097644505899,34.1505521982179],[-118.160976349838,34.15055211718571],[-118.16090698911802,34.150493568060796],[-118.160927311705,34.1504567474449],[-118.160996478389,34.1503315442955],[-118.16108965704001,34.150162810872004],[-118.16113874278298,34.1501996219516],[-118.16116168126402,34.15021679341219],[-118.161200076158,34.15024559489049],[-118.16130210411299,34.150322144536105],[-118.16130218855398,34.15032220623971],[-118.161410623294,34.1504035084741],[-118.16149893307599,34.1504697245041],[-118.16162100424202,34.15056128571749],[-118.16162107071702,34.15056136080239],[-118.16186996244201,34.150840548181],[-118.16178393258298,34.1509964408054],[-118.161714864714,34.15112158870039],[-118.161694510687,34.1511584922882],[-118.161301642379,34.150826772010795]]]}"
Feature,46,46,16590,5731-001-045,808 N LOS ROBLES AVE  PASADENA CA  91104,PS,2.8475599299999996,RM-12,12,16872.89453125,539.9472351399999,32,91,0,COMM,100,5581.2109375,347.00496297,1.58,2.5,70,110,91,21,,"{""type"":""Polygon"",""coordinates"":[[[-118.14088711044198,34.16085242402401],[-118.14088599742898,34.1607218739392],[-118.14038851311997,34.16072456849249],[-118.140385631324,34.160347426067496],[-118.14038087564299,34.159720230004304],[-118.14084011597599,34.159721289255096],[-118.141432040171,34.1597225499494],[-118.14143924735501,34.160856038808205],[-118.14088718769699,34.1608592938236],[-118.14088711044198,34.16085242402401]]]}"
Feature,47,47,24352,5757-002-010,835 HASTINGS RANCH DR  PASADENA CA  91107,PS,1.5314699399999998,RS-6,6,9074.718750000002,400.7011135199999,32,49,0,COMM,100,4014.734375,256.3181532499999,0.6775745400000001,2.5,70,47,47,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.07286443223799,34.1604892351649],[-118.07355037680598,34.16049755819849],[-118.07338867197,34.1614802397809],[-118.072917661911,34.16148610307639],[-118.07290713455396,34.161485608026396],[-118.07289683626698,34.1614837274309],[-118.07288702756297,34.161480510348895],[-118.07287795996798,34.1614760370585],[-118.07286986255397,34.1614704227741],[-118.07286294283199,34.1614638094692],[-118.07285737507398,34.1614563658768],[-118.072853302112,34.1614482807997],[-118.07285082815199,34.1614397608804],[-118.07285001427799,34.161431021681096],[-118.07286443223799,34.1604892351649]]]}"
Feature,48,48,20733,5743-033-035,2495 E MOUNTAIN ST  PASADENA CA  91104,PS,3.0650401099999995,RM-32,32,18162.32421875,559.1207533400001,64,196,0,COMM,100,6299.48828125,373.77862841999996,1.06314581,4,100,106,106,57,2.5,"{""type"":""Polygon"",""coordinates"":[[[-118.100193400223,34.1616556880174],[-118.10019829154999,34.162040661353],[-118.100202897213,34.162408377731204],[-118.09859800754998,34.1624071683653],[-118.09859279911801,34.1624068212395],[-118.09858772273898,34.1624057932414],[-118.098582905074,34.1624041118736],[-118.098578467396,34.162401818018004],[-118.09857452289398,34.162398970396204],[-118.09857116858397,34.162395640365915],[-118.09856848891002,34.162391911177714],[-118.098566553041,34.16238787723219],[-118.098565407689,34.1623836396193],[-118.09856508339702,34.1623793046326],[-118.09857516788398,34.161709172622494],[-118.09857605092799,34.1617021579453],[-118.09857835959798,34.161695371465804],[-118.09858202741998,34.161689011649386],[-118.09858694659398,34.161683265068696],[-118.09859297249298,34.16167829971349],[-118.09859992814802,34.16167426201719],[-118.098607611439,34.1616712694241],[-118.098615795989,34.161669410388996],[-118.09862424195002,34.161668739173905],[-118.100193400223,34.1616556880174]]]}"
Feature,49,49,20994,5744-004-023,789 N ALTADENA DR  PASADENA CA  91107,PS,2.1150500799999996,RM-32,32,12532.449218750002,510.01403559,64,135,0,COMM,100,5958.066406250001,309.98687578999994,1.0055663899999996,4,100,100,100,57,2.5,"{""type"":""Polygon"",""coordinates"":[[[-118.098606990703,34.15976722579099],[-118.09884333386098,34.159765357050595],[-118.09902443691702,34.15976391721349],[-118.099026277565,34.159945275532095],[-118.099208113647,34.15994377994829],[-118.099379999988,34.1599424843207],[-118.09954527562701,34.15994111212981],[-118.09971055126701,34.15993973919571],[-118.09987582690599,34.1599383662616],[-118.10004110254498,34.1599369658241],[-118.100047713247,34.159936905614195],[-118.10005455661299,34.1604617707093],[-118.098646333319,34.1604727927669],[-118.09863852695898,34.160472262774604],[-118.098630919127,34.160470717397196],[-118.09862369936704,34.16046819528749],[-118.09861704734301,34.1604647588853],[-118.09861113014,34.160460493672794],[-118.098606095083,34.160455507432594],[-118.098602067037,34.1604499235566],[-118.098599148411,34.160443882534004],[-118.098597411069,34.1604375337732],[-118.09859689813099,34.1604310378331],[-118.098606990703,34.15976722579099]]]}"
Feature,50,50,24353,5757-002-011,3700 E SIERRA MADRE BLVD  PASADENA CA  91107,PS,11.206299779999998,RS-6,6,66401.6484375,1046.67064818,32,358,0,COMM,41,21546.234375,626.6176183199999,3.6364993199999995,2.5,70,254,254,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.07355037680598,34.16049755819849],[-118.07357730470498,34.16033343885601],[-118.07361097446,34.16012947149629],[-118.073637940987,34.15997153447171],[-118.073668944542,34.1597813907529],[-118.073698568285,34.1596013871819],[-118.07374275102397,34.1593295134709],[-118.07376931869898,34.1591660259261],[-118.07384035836999,34.15917029715071],[-118.074074995627,34.15918411284359],[-118.074303022182,34.15919762971209],[-118.074544304278,34.159211907757],[-118.07478062857099,34.1592258854909],[-118.07502187742897,34.15924019029119],[-118.075261474285,34.1592543575715],[-118.07541019666797,34.15926292082491],[-118.075502723142,34.159268605873294],[-118.075616769658,34.15927515690981],[-118.07548122735598,34.1614525719784],[-118.07540354643999,34.1614536096512],[-118.07338867197,34.1614802397809],[-118.07355037680598,34.16049755819849]]]}"
Feature,51,51,24357,5757-005-005,770 SIERRA MADRE VILLA AVE  PASADENA CA  91107,PS,8.087459560000001,RS-6,6,47920.4453125,1250.1603104499998,32,258,0,COMM,36,24472.656249999996,1017.4934105100001,4.1303819,2.5,70,289,258,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.078614345353,34.16110313492411],[-118.078760481487,34.1608884313714],[-118.07888492959398,34.16070594671091],[-118.07889823274597,34.1606867302649],[-118.079043475954,34.1604730982745],[-118.07918587958798,34.16026369974639],[-118.07923687964099,34.1601887044943],[-118.079236445755,34.160010093308],[-118.079235998394,34.15981777022359],[-118.07923555552499,34.15962885414739],[-118.079235434252,34.1595711490539],[-118.079349929027,34.1594229910642],[-118.07947290749097,34.15926259970289],[-118.07959714000299,34.15910064107771],[-118.07975329594501,34.15889705802059],[-118.07992622253599,34.15867159119689],[-118.08012476728202,34.158412720064604],[-118.08119542076001,34.158216824532204],[-118.08123142523601,34.1582893387583],[-118.08125951196202,34.1583642323723],[-118.081279456358,34.1584409092049],[-118.081291100321,34.1585187582221],[-118.081294350425,34.15859716021539],[-118.081289180621,34.158675491518295],[-118.08114221084999,34.1598931991678],[-118.08093156759398,34.1598959903809],[-118.08080920267999,34.15989761084549],[-118.08064495830601,34.1598997865792],[-118.08037733491199,34.1599033307876],[-118.08016843708299,34.15990609524039],[-118.079941285487,34.159909103506095],[-118.07961949907002,34.1599133635431],[-118.07948913016598,34.160177343441106],[-118.07938467675999,34.16038883613851],[-118.07929592410801,34.160568550363394],[-118.07924368617601,34.1606744141054],[-118.07924284265798,34.1607167226961],[-118.07923943355199,34.160897171370095],[-118.079236575112,34.16104844129319],[-118.079233498383,34.16121122201171],[-118.079229932071,34.1614025540511],[-118.0785919252,34.161411048701304],[-118.07859110503799,34.16113604251421],[-118.078614345353,34.16110313492411]]]}"
Feature,52,52,24431,5757-001-025,3740 E SIERRA MADRE BLVD  PASADENA CA  91107,PS,2.52279997,RS-6,6,14948.78515625,504.09020770999996,32,80,0,COMM,100,8068.46484375,502.4519584599999,1.3617272899999997,2.5,70,95,80,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.07176733325699,34.16039484222871],[-118.071924457583,34.1603692211963],[-118.07216916675098,34.160329753433196],[-118.072413875919,34.16028976309139],[-118.072636638347,34.16025322029171],[-118.07261859478598,34.161437233596494],[-118.072617497943,34.16144655778699],[-118.072614512842,34.1614555913387],[-118.07260972482099,34.16146407260389],[-118.072603274019,34.1614717548008],[-118.07259534728499,34.1614784141909],[-118.07258617548597,34.1614838582549],[-118.07257602362498,34.161487927923],[-118.072565188146,34.1614905050077],[-118.07255398435801,34.1614915151772],[-118.07178210066198,34.16150164809191],[-118.07176733325699,34.16039484222871]]]}"
Feature,53,53,29189,5848-009-017,,PS,0.44506401,RS-6,6,2638.17578125,205.73183344,32,14,0,COMM,101,2638.17578125,205.73183344,0.44508892000000005,2.5,70,31,14,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.133265396635,34.1759407864236],[-118.13375139957598,34.17593736477171],[-118.133755220111,34.1763000799004],[-118.133269082422,34.17630273233811],[-118.133265396635,34.1759407864236]]]}"
Feature,54,54,29464,5848-009-018,845 ATCHISON ST  PASADENA CA  91104,PS,0.35239401000000004,RM-16,16,2088.8710937500005,200.70139493,32,11,0,COMM,99,2088.8710937500005,200.70139493,0.35241571000000005,2.5,70,24,11,28,,"{""type"":""Polygon"",""coordinates"":[[[-118.133004525876,34.176327012283096],[-118.13300290801,34.17616214188081],[-118.13300087242797,34.175942643658004],[-118.133265396635,34.1759407864236],[-118.133269082422,34.17630273233811],[-118.13327076676299,34.176467712457196],[-118.13300581046698,34.17646921369389],[-118.13300500917,34.1763812820595],[-118.133004525876,34.176327012283096]]]}"
Feature,55,55,13328,5725-006-023,485 N RAYMOND AVE  PASADENA CA  91103,RM-12,0.707403,RM-12,12,4191.05078125,260.4905395299999,32,22,12,RES,51,2688.90625,260.00908394,0.45387853000000006,2.5,70,31,22,21,,"{""type"":""Polygon"",""coordinates"":[[[-118.14906384655099,34.15443177809609],[-118.14906319527202,34.15436308153619],[-118.14906167801801,34.15419821134849],[-118.149704521418,34.1541937346988],[-118.149705940756,34.154358550628395],[-118.149706334218,34.15462947395189],[-118.149060766228,34.15463265709949],[-118.14906384655099,34.15443177809609]]]}"
Feature,56,56,14601,5728-001-010,101 E CLAREMONT ST  PASADENA CA  91103,RM-12,0.3008109900000001,RM-12,12,1782.71484375,181.32760361,32,9,12,RES,53,782.6796875000001,112.10250815999999,0.1320759,2.5,70,9,9,21,,"{""type"":""Polygon"",""coordinates"":[[[-118.148400568274,34.1670707226952],[-118.148955975055,34.16706806104819],[-118.14895741505399,34.16728239360359],[-118.148401940002,34.16728497274119],[-118.148400568274,34.1670707226952]]]}"
Feature,57,57,15284,5729-006-013,119 E WASHINGTON BLVD  PASADENA CA  91103,RM-12,0.50310099,RM-12,12,2981.7148437499995,281.64683869000004,32,16,12,RES,50,946.9765625,147.17621665000001,0.15978838000000006,2.5,70,11,11,21,,"{""type"":""Polygon"",""coordinates"":[[[-118.147915966704,34.169479717425205],[-118.14799094459,34.1694791585028],[-118.14815620675398,34.16947873633791],[-118.14815178255098,34.168978546053914],[-118.148204676253,34.16897823760411],[-118.14842286356098,34.1689769770481],[-118.14842834687799,34.169477083354394],[-118.14842813667198,34.16960073817741],[-118.147917342923,34.169603370014705],[-118.147915966704,34.169479717425205]]]}"
Feature,58,58,17062,5731-014-003,690 E ORANGE GROVE BLVD  PASADENA CA  91104,RM-12,0.89220899,RM-12,12,5286.332031250001,296.98638768999996,32,28,12,RES,50,3765.035156250001,296.16823759,0.63548168,2.5,70,44,28,21,,"{""type"":""Polygon"",""coordinates"":[[[-118.13574888266197,34.157281143767186],[-118.135938931142,34.1572586423968],[-118.13599025728398,34.157258729369396],[-118.13605801810398,34.1572584060098],[-118.13615718043398,34.15725790944819],[-118.13622328925203,34.157257587575195],[-118.13632245158098,34.1572571185178],[-118.13635550599,34.1572569438293],[-118.13638855950097,34.157256796644894],[-118.13652070976501,34.157256152898896],[-118.13652075018899,34.157260274805594],[-118.136553836937,34.15726010011709],[-118.136555030798,34.1574444260789],[-118.136557817372,34.157693105110994],[-118.136392480648,34.15769488543849],[-118.13622721129701,34.15769669326989],[-118.13606194104702,34.157698472853895],[-118.135763951003,34.1577253903583],[-118.13574888266197,34.157281143767186]]]}"
Feature,59,59,17069,5731-018-022,819 E VILLA ST  PASADENA CA  91101,RM-12,0.5930129899999999,RM-12,12,3513.38671875,355.76985593999996,32,18,12,RES,51,3513.38671875,355.76985593999996,0.59304133,2.5,70,41,18,21,,"{""type"":""Polygon"",""coordinates"":[[[-118.13338949350099,34.15495319320729],[-118.13338412157599,34.154362626587],[-118.13358739595098,34.1543606989998],[-118.133592769674,34.15495145816799],[-118.133597901749,34.155514793228],[-118.13339462377999,34.1555167215321],[-118.13338949350099,34.15495319320729]]]}"
Feature,60,60,15043,5728-013-034,239 WASHINGTON PL  PASADENA CA  91103,RM-12,0.3388290100000001,RM-12,12,2008.125,179.29388443999997,32,10,12,RES,50,2008.125,179.29388443999997,0.33884615000000007,2.5,70,23,10,21,,"{""type"":""Polygon"",""coordinates"":[[[-118.15538096671499,34.169369674287296],[-118.155408181177,34.16899972056871],[-118.15553754666297,34.169031388309506],[-118.15566431781399,34.169069624896295],[-118.15578801133698,34.1691142853861],[-118.15579438847699,34.16911790650592],[-118.15580000564299,34.169122312498715],[-118.155804725391,34.1691273933632],[-118.15580843183999,34.16913302497651],[-118.15581103336098,34.1691390690937],[-118.15579229899598,34.1693925024324],[-118.15538096671499,34.169369674287296]]]}"
Feature,61,61,15241,5728-013-056,1299 SUNSET AVE  PASADENA CA  91103,RM-12,0.5537790100000002,RM-12,12,3281.9804687499995,230.33602670000002,32,17,12,RES,51,3281.9804687499995,230.33602670000002,0.55380756,2.5,70,38,17,21,,"{""type"":""Polygon"",""coordinates"":[[[-118.15487396295899,34.168419752932905],[-118.15488921365699,34.168227521101905],[-118.154904425728,34.168035890874116],[-118.15547292545396,34.16806640469319],[-118.15545771158698,34.1682578958622],[-118.15544239980298,34.1684502116121],[-118.15487396295899,34.168419752932905]]]}"
Feature,62,62,27829,5837-005-010,1840 N RAYMOND AVE  PASADENA CA  91103,RM-12,0.529782,RM-12,12,3140.4609375000005,227.73303891999998,32,16,12,RES,49,3140.4609375000005,227.73303891999998,0.5298142100000001,2.5,70,37,16,21,,"{""type"":""Polygon"",""coordinates"":[[[-118.14847802550999,34.17778717021109],[-118.14847804347598,34.17777892617241],[-118.14847676247798,34.17759756826549],[-118.148496599975,34.1775975987358],[-118.148495352215,34.17741624043911],[-118.14904914113,34.17741294890331],[-118.149051977111,34.177594304977504],[-118.14905326799001,34.1777756628914],[-118.149053307516,34.1777839069305],[-118.14849786300599,34.17778722817881],[-118.14847802550999,34.17778717021109]]]}"
Feature,63,63,27985,5837-006-017,1700 N RAYMOND AVE  PASADENA CA  91103,RM-12,1.26784003,RM-12,12,7515.07421875,399.17860217000003,32,40,12,RES,51,3982.2968749999995,261.82798669000005,0.6718698800000001,2.5,70,47,40,21,,"{""type"":""Polygon"",""coordinates"":[[[-118.148404104941,34.1753078542839],[-118.14840407619499,34.17523915761629],[-118.148404375334,34.1751704601495],[-118.148354782941,34.175170383600204],[-118.148353414807,34.17503299147161],[-118.1484030072,34.17503306802111],[-118.148535284126,34.17503188856411],[-118.14853239604199,34.174839513491094],[-118.14843321305199,34.17484007535089],[-118.148433241798,34.17481877893],[-118.14843206769999,34.17460447368738],[-118.149027162948,34.1746005547787],[-118.14902837207998,34.174814887529706],[-118.149031200875,34.175029218249804],[-118.14903239473598,34.17523530711121],[-118.14903362183502,34.17544139621249],[-118.148405425465,34.17544524596501],[-118.148404104941,34.1753078542839]]]}"
Feature,64,64,28033,5837-006-006,1730 N RAYMOND AVE  PASADENA CA  91103,RM-12,0.34807801000000005,RM-12,12,2063.2578125000005,198.74428728999996,32,11,12,RES,49,2063.2578125000005,198.74428728999996,0.34809716,2.5,70,24,11,21,,"{""type"":""Polygon"",""coordinates"":[[[-118.14840679270098,34.1755819514541],[-118.148405425465,34.17544524596501],[-118.14903362183502,34.17544139621249],[-118.14903481659397,34.17564748481049],[-118.14903477527201,34.175661224230595],[-118.148408261446,34.1756643857759],[-118.14840827042897,34.1756506463562],[-118.14840679270098,34.1755819514541]]]}"
Feature,65,65,30183,5850-014-028,1497 N HILL AVE  PASADENA CA  91104,RM-12,1.23204005,RM-12,12,7302.3828125,410.85417059,32,39,12,RES,50,2831.5039062500005,227.13797596999999,0.47775122999999997,2.5,70,33,33,21,,"{""type"":""Polygon"",""coordinates"":[[[-118.12168251576799,34.17213812270572],[-118.12168145665397,34.1720007026005],[-118.12168039664199,34.171863338013395],[-118.121679299799,34.17172319724549],[-118.12167857216397,34.1716318039077],[-118.12236082465597,34.1716261419888],[-118.12236039615897,34.1715821762612],[-118.12235913672096,34.17144478423669],[-118.122524931587,34.17144357202739],[-118.122526224262,34.1715811015513],[-118.12252754568398,34.171715746382205],[-118.12236720538898,34.171716842644],[-118.12236853579397,34.171857669420994],[-118.12236986080899,34.1719950622598],[-118.12237114989198,34.172131767392194],[-118.12237244436398,34.172269187283995],[-118.12198230423898,34.172272603882],[-118.12168606591001,34.17227715984129],[-118.12168251576799,34.17213812270572]]]}"
Feature,66,66,37848,5731-005-055,520 E ORANGE GROVE BLVD  PASADENA CA  91104,RM-12,0.895459,RM-12,12,5305.5859375,290.56295766,32,28,12,RES,50,3641.125,290.89267232000003,0.61456749,2.5,70,43,28,21,,"{""type"":""Polygon"",""coordinates"":[[[-118.139224197697,34.15716185744489],[-118.139920453128,34.15716566045629],[-118.13992201889099,34.157330530797495],[-118.13992942729702,34.15764105263179],[-118.139928777815,34.157645555115984],[-118.139927246188,34.157649908186194],[-118.13992487643199,34.1576539929061],[-118.13992173232799,34.15765769851619],[-118.139917898319,34.15766092466409],[-118.139913479506,34.15766358363428],[-118.139908595366,34.157665603321696],[-118.139903378849,34.15766692871829],[-118.13989797099099,34.157667524143285],[-118.13923028468099,34.157676785564995],[-118.13922866951002,34.1575208182991],[-118.13922735527501,34.15750573342981],[-118.139225913479,34.157354602114],[-118.139224197697,34.15716185744489]]]}"
Feature,67,67,38000,5728-017-026,1281 SUNSET AVE  PASADENA CA  91103,RM-12,0.31410101,RM-12,12,1861.5078125,178.43955265999995,32,10,12,RES,51,1861.5078125,178.43955265999995,0.3141201700000001,2.5,70,21,10,21,,"{""type"":""Polygon"",""coordinates"":[[[-118.15493588742498,34.16765174016981],[-118.15543749949298,34.16767867159609],[-118.15543310313798,34.167733508097804],[-118.15541771409897,34.167925431857],[-118.15541705473498,34.16792539692381],[-118.154916270016,34.1678985094287],[-118.15493150364598,34.1677068806838],[-118.15493152790098,34.167706578175505],[-118.15493586945799,34.1676519720682],[-118.15493588742498,34.16765174016981]]]}"
